Company,Model,Year,Engine Size (L),Fuel Type,Price (USD)
Honda,Fit,2020,4.6,Diesel,67935.31
Nissan,Murano,2020,1.1,Electric,76038.52
Audi,A3,2020,1.9,Diesel,51134.99
Mercedes-Benz,E-Class,2014,2.7,Hybrid,56248.6
Mercedes-Benz,GLA,2010,4.9,Diesel,75483.3
Audi,A4,2018,2.1,Electric,78970.52
Honda,Accord,2012,3.9,Electric,67487.35
Hyundai,Santa Fe,2017,1.2,Diesel,71460.95
Mercedes-Benz,E-Class,2017,4.8,Diesel,24406.67
BMW,3 Series,2010,4.4,Hybrid,29602.47
Volkswagen,Atlas,2018,3.3,Electric,64496.63
Mercedes-Benz,E-Class,2010,5,Petrol,73247.56
Ford,Focus,2011,3,Diesel,18474.83
Nissan,Rogue,2010,2.4,Diesel,48813.86
Audi,A3,2018,4.5,Diesel,35815.91
Nissan,Versa,2016,3.6,Electric,25301.67
Honda,Pilot,2017,4.5,Hybrid,37587.51
BMW,7 Series,2013,1.7,Petrol,39492.4
Chevrolet,Spark,2013,3,Petrol,47073.86
Chevrolet,Tahoe,2019,4.6,Electric,50622.97
Chevrolet,Spark,2012,4.7,Petrol,28947.81
Hyundai,Tucson,2014,1.5,Petrol,25578.6
Ford,Mustang,2010,1.2,Petrol,35839.75
Honda,Fit,2017,3.9,Electric,31230.26
Toyota,Camry,2019,4.3,Hybrid,68103
Toyota,Highlander,2019,2,Electric,23584.31
Volkswagen,Jetta,2017,4,Petrol,68362.16
Toyota,Corolla,2011,4.1,Petrol,73274.14
Toyota,Corolla,2016,4.8,Petrol,79276.25
Volkswagen,Jetta,2011,1.2,Petrol,55479.46
Ford,Explorer,2019,2.7,Diesel,34512.98
Chevrolet,Impala,2010,3,Diesel,67959.9
Toyota,Prius,2013,1.4,Hybrid,79865.19
Volkswagen,Golf,2019,3.5,Hybrid,75288.23
Nissan,Sentra,2018,4.9,Petrol,40733.39
Ford,Focus,2010,3.5,Diesel,62349.61
Chevrolet,Malibu,2011,4.2,Hybrid,20596.79
Toyota,RAV4,2016,4.1,Petrol,25695.29
BMW,5 Series,2017,1.7,Petrol,58613.16
BMW,X3,2014,1.8,Electric,22170.73
Chevrolet,Impala,2011,1.4,Petrol,64209.72
Audi,Q7,2019,1.6,Diesel,18318.28
BMW,3 Series,2017,2.1,Hybrid,16040.36
Chevrolet,Impala,2019,2.3,Petrol,70532.55
Mercedes-Benz,S-Class,2017,2.4,Electric,62740.41
Audi,A6,2020,1.5,Hybrid,43144.53
Toyota,Highlander,2018,3.2,Petrol,54537.71
Audi,A3,2012,2.5,Electric,24897.99
Chevrolet,Malibu,2010,3.8,Hybrid,17340.85
Toyota,Prius,2016,1.6,Electric,19273.37
Nissan,Altima,2011,1.3,Petrol,43828.87
Audi,A4,2011,4.6,Petrol,69910.59
Nissan,Altima,2018,1.6,Electric,52450.81
Hyundai,Santa Fe,2013,1.4,Hybrid,24301.87
Hyundai,Elantra,2010,2.3,Hybrid,58108.27
BMW,7 Series,2016,2.4,Hybrid,62090.98
Hyundai,Elantra,2010,2.8,Electric,79497.17
Mercedes-Benz,E-Class,2015,3.9,Petrol,16478.97
Ford,Mustang,2010,2.3,Petrol,65165.15
Nissan,Sentra,2019,3.5,Electric,71286.96
BMW,X5,2013,2.7,Hybrid,40110.8
Chevrolet,Tahoe,2012,1.7,Electric,50134.42
Toyota,Corolla,2016,1.6,Hybrid,59738.22
Volkswagen,Jetta,2016,2.5,Petrol,73127.95
Hyundai,Sonata,2015,3.6,Electric,20862.1
BMW,7 Series,2015,2.1,Diesel,31756.87
Audi,A3,2012,4.2,Hybrid,68630.54
Mercedes-Benz,C-Class,2018,3.8,Petrol,62869.18
Ford,Mustang,2014,4.4,Diesel,62269.71
Hyundai,Santa Fe,2020,4.9,Electric,60556.78
Mercedes-Benz,GLC,2015,1.3,Hybrid,28515.15
Ford,Explorer,2018,3.9,Electric,60684.38
Hyundai,Tucson,2015,4,Petrol,77987.54
Honda,Civic,2015,3.9,Diesel,70713.9
Nissan,Versa,2011,2,Electric,60319.2
Toyota,Prius,2016,4.9,Diesel,51830.89
Mercedes-Benz,S-Class,2014,3.7,Hybrid,31032.96
Audi,Q5,2013,1.3,Petrol,45297.12
Chevrolet,Malibu,2016,3.3,Electric,68030.57
Mercedes-Benz,S-Class,2014,3.6,Hybrid,38945.58
Toyota,Prius,2015,1.2,Electric,60382.37
Ford,Focus,2017,1.5,Diesel,72776.17
Chevrolet,Equinox,2019,3.8,Hybrid,76956.15
Audi,Q7,2016,3.1,Diesel,55882.39
BMW,5 Series,2019,2,Diesel,38829.82
Mercedes-Benz,GLA,2012,3.7,Diesel,77127.54
BMW,X3,2017,4.9,Hybrid,70658.97
Toyota,Corolla,2013,1.2,Petrol,54614.07
Volkswagen,Golf,2019,2.9,Petrol,20539.18
Honda,CR-V,2014,3.3,Petrol,49827.36
Nissan,Rogue,2014,4.1,Electric,54497.68
Nissan,Versa,2012,2.5,Petrol,65745.23
Toyota,Highlander,2015,2.9,Hybrid,50586.35
Chevrolet,Spark,2020,1.2,Diesel,79418.34
Hyundai,Elantra,2011,3.9,Diesel,73337.83
Nissan,Versa,2011,1.5,Hybrid,18250.72
Chevrolet,Impala,2020,2.2,Hybrid,54221.03
Chevrolet,Equinox,2011,3.8,Electric,57113.05
Chevrolet,Tahoe,2020,3,Petrol,73976.34
Toyota,RAV4,2011,2.3,Petrol,29373.92
Honda,Pilot,2012,3.8,Electric,68086.84
Honda,Civic,2012,4.6,Diesel,71237.53
Audi,A3,2014,1.8,Electric,32732.98
Mercedes-Benz,C-Class,2020,1.5,Hybrid,33554.05
Toyota,Camry,2013,3.7,Diesel,61151.11
BMW,X3,2017,3.6,Hybrid,63493.27
BMW,X5,2015,4,Electric,22362.38
BMW,3 Series,2016,4.4,Electric,43415.96
Audi,Q5,2012,1.2,Hybrid,58128.31
Audi,A3,2013,2.8,Electric,35794.53
Volkswagen,Passat,2017,2.5,Hybrid,75377.84
Hyundai,Elantra,2012,4.2,Petrol,43949.43
Volkswagen,Golf,2015,3.3,Hybrid,29707.03
Audi,A3,2015,3.4,Diesel,20890.91
Toyota,Corolla,2017,1.1,Electric,67123.75
Hyundai,Santa Fe,2020,1.2,Electric,48116.95
Volkswagen,Passat,2015,1.1,Diesel,51955.96
Ford,Fiesta,2017,3.8,Petrol,60833.9
Toyota,RAV4,2011,4.3,Electric,30896.22
Nissan,Sentra,2020,3.3,Electric,26844.95
Hyundai,Elantra,2020,3.4,Diesel,67615.36
Mercedes-Benz,S-Class,2018,2.5,Electric,25835.23
BMW,X5,2019,1.4,Electric,31224.78
Toyota,Highlander,2013,4.7,Petrol,15726.72
Ford,Fiesta,2016,3.2,Hybrid,78990.91
Chevrolet,Spark,2014,1.1,Electric,16192.14
BMW,3 Series,2013,3.7,Diesel,22924.13
Chevrolet,Impala,2015,4.4,Hybrid,79739.98
Mercedes-Benz,C-Class,2020,3.5,Electric,49134.5
Honda,Pilot,2011,2.9,Diesel,68785.28
Honda,Pilot,2014,1.2,Hybrid,66759.11
Audi,Q7,2012,3.8,Diesel,74108.97
Toyota,Prius,2020,2.6,Petrol,34838.21
Ford,Focus,2017,1.2,Electric,48005.67
Honda,Fit,2019,2.3,Electric,33188.8
Nissan,Murano,2011,2.3,Hybrid,56480.16
Honda,CR-V,2011,3,Electric,62894.47
Toyota,Corolla,2020,4,Hybrid,36892.09
Ford,Explorer,2012,3,Petrol,54019.98
Chevrolet,Impala,2019,4.1,Hybrid,42896.94
Mercedes-Benz,E-Class,2011,1.1,Petrol,69370.76
Audi,A3,2017,3.8,Electric,47387.1
Honda,CR-V,2015,3.2,Electric,33412.38
Ford,F-150,2012,1.5,Diesel,61421.48
Toyota,RAV4,2011,1.2,Petrol,47082.98
Ford,F-150,2015,2.3,Hybrid,53215.52
Audi,Q7,2012,3,Petrol,25832.16
Nissan,Altima,2012,4.3,Petrol,70066.29
Audi,A6,2014,2.3,Hybrid,77606.39
Toyota,Highlander,2014,2.7,Electric,28965.81
Hyundai,Elantra,2020,3.2,Diesel,36835.6
Ford,Mustang,2016,2.2,Hybrid,44144.05
Mercedes-Benz,GLA,2011,3.2,Petrol,56960.87
Volkswagen,Jetta,2015,3.2,Electric,34791.92
BMW,X3,2011,2.7,Hybrid,62303.98
Toyota,Camry,2017,3.6,Hybrid,74507.24
Toyota,Camry,2017,1.3,Hybrid,25070.43
BMW,3 Series,2011,4.9,Diesel,42605.51
Mercedes-Benz,E-Class,2010,4.3,Petrol,44210.71
Toyota,RAV4,2015,1.3,Electric,71053.22
Ford,Mustang,2011,2,Electric,24610.65
Chevrolet,Equinox,2013,4.7,Electric,41928.02
Volkswagen,Jetta,2014,4.4,Hybrid,77281.11
BMW,5 Series,2014,2.9,Electric,70913.85
Ford,Focus,2015,3,Petrol,67567.93
Ford,Mustang,2018,4.1,Hybrid,56776.17
Mercedes-Benz,S-Class,2018,4.5,Diesel,53818.65
Volkswagen,Atlas,2017,1.9,Electric,54497.99
BMW,7 Series,2010,1.1,Petrol,36378.7
Audi,A6,2019,4.6,Diesel,49541.44
Chevrolet,Spark,2014,1.7,Hybrid,31262.26
Chevrolet,Impala,2019,2.6,Electric,45862.59
Ford,Focus,2010,2.6,Electric,58630.92
BMW,3 Series,2011,3.7,Hybrid,44646.5
BMW,5 Series,2017,1.6,Electric,50282.39
Chevrolet,Equinox,2013,4.4,Electric,20480.41
Hyundai,Tucson,2012,3.4,Electric,63252.44
Mercedes-Benz,GLA,2014,4.2,Hybrid,36666.71
Ford,Mustang,2013,3.5,Diesel,63261.47
Nissan,Murano,2016,2.9,Diesel,40591.34
Chevrolet,Malibu,2020,2.9,Electric,70373.69
Toyota,Corolla,2016,1.9,Diesel,30455.38
Audi,Q7,2020,2.8,Diesel,39931.6
Ford,Mustang,2013,2.9,Hybrid,36283.76
Honda,Accord,2010,3.4,Petrol,39135.24
BMW,X3,2018,2.7,Hybrid,67255.99
Toyota,Camry,2013,2.2,Electric,23071.39
Toyota,Prius,2019,2.6,Electric,63847.53
Honda,Civic,2020,1.1,Petrol,16186.25
Volkswagen,Golf,2016,4.3,Diesel,78898.65
Toyota,Camry,2014,2.5,Petrol,27892.26
Chevrolet,Equinox,2010,1,Petrol,38684.34
Honda,Accord,2020,4.4,Electric,20308.38
Toyota,Highlander,2011,3.5,Electric,16125.59
Nissan,Altima,2013,2.1,Hybrid,55664.58
Honda,Pilot,2014,1.6,Petrol,55665.97
Hyundai,Sonata,2012,3.4,Hybrid,56399.57
BMW,5 Series,2018,2.4,Hybrid,65694.43
Mercedes-Benz,E-Class,2012,3.8,Hybrid,53584.03
Nissan,Sentra,2018,4.3,Hybrid,31376.38
Nissan,Altima,2017,4.6,Petrol,49901.74
Chevrolet,Spark,2020,3.2,Petrol,45077.29
Nissan,Sentra,2016,1.5,Petrol,28021
Hyundai,Santa Fe,2011,1.6,Diesel,73817.34
Mercedes-Benz,E-Class,2017,2.1,Diesel,31087.13
Hyundai,Elantra,2015,2.8,Diesel,40776.72
Ford,Focus,2010,4.5,Diesel,34442.4
Chevrolet,Tahoe,2016,1.2,Electric,25224.65
Mercedes-Benz,GLA,2011,1.8,Petrol,59537.31
Hyundai,Elantra,2017,3.9,Electric,36886.97
Honda,Fit,2020,1.5,Petrol,74665.12
Audi,A4,2013,4.8,Diesel,62755.92
Hyundai,Sonata,2012,4.8,Petrol,63419
Nissan,Rogue,2017,3,Hybrid,51477.64
Ford,F-150,2011,3.5,Electric,56946.74
Toyota,Highlander,2018,3.9,Electric,79956.97
Audi,Q7,2016,1.6,Electric,28093.4
Audi,Q7,2017,3.1,Petrol,39059.41
Hyundai,Santa Fe,2013,4.5,Petrol,19505.59
Honda,Pilot,2014,3.6,Hybrid,35159.37
Toyota,Prius,2020,1.1,Electric,55540.09
BMW,3 Series,2020,2.9,Electric,71165.9
Chevrolet,Impala,2015,1.3,Hybrid,23717.36
Chevrolet,Impala,2011,4.2,Electric,28754.74
Audi,Q5,2019,3.5,Petrol,27698.77
Honda,Pilot,2017,1.4,Electric,64829.01
Hyundai,Santa Fe,2016,2.1,Electric,29520.46
Audi,A3,2016,3.5,Diesel,61357.37
Nissan,Altima,2013,4.8,Diesel,76892.3
Nissan,Rogue,2017,3.1,Hybrid,16809.44
Mercedes-Benz,C-Class,2014,1.2,Petrol,26630.56
Nissan,Altima,2017,2.8,Hybrid,41509.21
Toyota,Camry,2020,1.4,Hybrid,29860.12
Audi,Q5,2018,4.7,Diesel,63454.14
Chevrolet,Spark,2011,3.2,Diesel,68007.28
Nissan,Rogue,2020,3.5,Hybrid,25142.98
Hyundai,Tucson,2016,1.4,Electric,22983.53
Hyundai,Tucson,2015,4.6,Electric,75495.37
Ford,Mustang,2017,4.4,Hybrid,25158.15
Nissan,Murano,2010,1.7,Electric,65597.33
Audi,A6,2016,2.4,Electric,57890.1
Mercedes-Benz,GLA,2018,2.3,Petrol,77741.14
BMW,3 Series,2010,1.1,Hybrid,23064.73
Volkswagen,Jetta,2020,2.3,Diesel,44457.82
BMW,7 Series,2012,3,Petrol,61831.88
Audi,Q5,2016,2.5,Petrol,47540.3
Ford,Explorer,2020,4.2,Diesel,61987.81
Audi,Q5,2011,3.5,Petrol,38205
Mercedes-Benz,GLC,2018,2.7,Hybrid,56647.31
Honda,Pilot,2013,1.3,Petrol,23346.81
Hyundai,Tucson,2014,2.4,Petrol,70273.59
Nissan,Versa,2016,1.1,Hybrid,41617.84
Ford,F-150,2014,3.7,Diesel,57251.26
BMW,7 Series,2010,3.5,Diesel,61936.86
Volkswagen,Jetta,2014,3.4,Electric,25813.63
Volkswagen,Golf,2020,1.4,Hybrid,61110.77
Mercedes-Benz,S-Class,2012,3.8,Electric,28367.43
Toyota,Corolla,2012,3.6,Electric,55903.55
BMW,5 Series,2010,3.5,Electric,53383.01
Ford,Fiesta,2011,2.2,Hybrid,32951.31
Hyundai,Santa Fe,2015,1.9,Electric,52042.65
BMW,5 Series,2014,2.7,Hybrid,51277.42
Chevrolet,Impala,2010,3.6,Electric,59615.17
Ford,Fiesta,2014,2.8,Electric,31677.59
Volkswagen,Golf,2010,3.9,Hybrid,64487.79
Honda,Accord,2013,1.3,Petrol,29137.93
Audi,A6,2012,4.5,Hybrid,53695.14
Ford,Explorer,2011,1.7,Petrol,48076.92
Honda,Pilot,2020,1.3,Petrol,65399.5
Hyundai,Tucson,2017,2.2,Electric,43394.08
Ford,F-150,2017,3.9,Diesel,23503.66
Hyundai,Tucson,2020,2.9,Diesel,23205.33
Mercedes-Benz,C-Class,2012,1.8,Hybrid,53782.11
BMW,7 Series,2011,4.9,Petrol,27533.08
BMW,3 Series,2011,2.2,Petrol,48522.5
Chevrolet,Equinox,2019,2.3,Diesel,69435.29
Audi,Q5,2017,2.1,Diesel,50059.87
Ford,Focus,2020,3.2,Hybrid,68477.21
Toyota,Corolla,2020,2.1,Electric,57454.73
Honda,Accord,2020,3.3,Diesel,32379.3
Hyundai,Sonata,2014,2.6,Petrol,39433.59
Toyota,Prius,2011,4.1,Hybrid,68773.41
BMW,5 Series,2016,4.9,Hybrid,35306.72
Chevrolet,Impala,2020,4.5,Electric,63271.3
Chevrolet,Impala,2018,3.9,Hybrid,49394.52
Toyota,Camry,2012,1.9,Petrol,18967.04
Honda,CR-V,2017,4.3,Hybrid,34596.57
Audi,A6,2020,2.4,Hybrid,50503.76
Ford,F-150,2013,3.5,Diesel,41513.85
Honda,CR-V,2018,1.4,Petrol,15843.5
Volkswagen,Jetta,2017,2.3,Diesel,41080.54
Hyundai,Elantra,2012,1.8,Electric,42487.44
Volkswagen,Golf,2012,4.8,Petrol,66340.84
Nissan,Sentra,2010,2.8,Hybrid,55837.87
Ford,Explorer,2012,2.1,Hybrid,26368.86
Audi,A3,2011,2.6,Diesel,27159.02
BMW,5 Series,2010,4.8,Diesel,17824.19
Honda,Accord,2012,2.7,Diesel,26428.06
Nissan,Murano,2010,2,Petrol,21476.51
Hyundai,Santa Fe,2010,1.5,Electric,20920.44
Hyundai,Tucson,2019,4.7,Hybrid,42373.94
Nissan,Rogue,2012,2.9,Diesel,31267.37
Honda,Civic,2020,1.5,Hybrid,44113.81
Audi,A3,2018,2.8,Electric,65687.17
BMW,7 Series,2019,1.8,Hybrid,60216.36
Honda,Accord,2014,2.2,Electric,46960.85
Nissan,Murano,2011,3.8,Hybrid,46273.26
Toyota,Camry,2018,2.9,Diesel,20236.2
Toyota,RAV4,2013,2.3,Electric,64682.73
Audi,A6,2015,2.7,Hybrid,22342.64
Hyundai,Elantra,2012,5,Diesel,47723.32
Hyundai,Kona,2015,4.9,Diesel,15046.56
Audi,A4,2015,3.6,Petrol,31092.17
Audi,A3,2011,1.9,Electric,17159.41
Audi,A6,2010,3,Diesel,73398.55
Honda,Accord,2012,2.7,Petrol,62422.6
Chevrolet,Tahoe,2014,1.4,Petrol,17385.17
Mercedes-Benz,GLC,2012,2.7,Hybrid,42033.93
Chevrolet,Impala,2013,1.1,Petrol,21172.57
Hyundai,Elantra,2015,2.6,Electric,22378.13
Audi,A6,2010,2.3,Diesel,47411.38
Mercedes-Benz,S-Class,2017,4.1,Diesel,55437.3
Nissan,Murano,2017,3.4,Diesel,51834.03
Toyota,RAV4,2013,3.4,Electric,20675.93
Nissan,Versa,2018,2.7,Petrol,20324.71
Hyundai,Santa Fe,2012,3.4,Hybrid,27177.99
Volkswagen,Atlas,2012,3.5,Diesel,17065.99
Hyundai,Santa Fe,2019,3.4,Electric,26228.97
Mercedes-Benz,E-Class,2013,2.3,Electric,27478.97
Hyundai,Santa Fe,2017,1.4,Hybrid,49026.4
Audi,Q5,2010,4,Electric,28278.46
Toyota,RAV4,2017,2.3,Electric,57877.71
Mercedes-Benz,E-Class,2015,4.6,Petrol,68149.91
Volkswagen,Golf,2013,4.5,Hybrid,41482.57
BMW,X3,2016,2.7,Diesel,17715.67
Hyundai,Kona,2010,3.5,Petrol,40645.86
BMW,5 Series,2018,1.4,Hybrid,72242.62
Nissan,Altima,2020,2.3,Electric,62734.5
Hyundai,Kona,2013,4.7,Hybrid,65258.59
BMW,7 Series,2011,4.4,Petrol,69416.1
Mercedes-Benz,E-Class,2016,3.2,Electric,62240.23
Volkswagen,Tiguan,2020,4,Diesel,68408
Volkswagen,Golf,2018,1.2,Hybrid,74201.04
Hyundai,Kona,2010,2.5,Hybrid,55516.24
BMW,X5,2014,3.9,Hybrid,50189.74
Honda,CR-V,2015,4.2,Hybrid,73656.99
Volkswagen,Passat,2013,1.3,Hybrid,40148.6
Honda,Fit,2020,4.1,Petrol,23957.51
Ford,Fiesta,2019,3.6,Electric,38867.12
Hyundai,Tucson,2014,2.5,Diesel,71552.92
Audi,A4,2017,4.8,Hybrid,64543.27
Audi,A4,2013,4,Electric,73397.82
Nissan,Versa,2010,4.3,Petrol,29480.39
Honda,CR-V,2013,3.2,Diesel,79167.24
BMW,X5,2017,3.7,Electric,49568.82
BMW,3 Series,2014,2.6,Diesel,76643.16
Honda,Pilot,2010,4.1,Electric,71233.31
BMW,3 Series,2012,2.7,Petrol,55961.05
Audi,Q7,2010,2.7,Petrol,21794.39
Audi,A6,2020,4.3,Petrol,33704.62
Toyota,Highlander,2014,4.4,Petrol,37490.27
Toyota,Corolla,2020,3.7,Hybrid,42650.97
Ford,Fiesta,2016,3.8,Petrol,72312
BMW,X3,2010,3.4,Petrol,50233.51
Chevrolet,Tahoe,2020,1.5,Petrol,65738.06
Mercedes-Benz,C-Class,2019,3.8,Electric,22362.6
BMW,5 Series,2015,3,Hybrid,15920.11
Chevrolet,Spark,2015,3.6,Hybrid,67775.21
Hyundai,Tucson,2010,1.2,Electric,70761.2
BMW,5 Series,2018,2,Electric,38165.94
Volkswagen,Passat,2014,2.6,Hybrid,52225
Toyota,Highlander,2013,4.4,Electric,24042.94
Ford,Focus,2010,1.2,Hybrid,56970.74
Chevrolet,Spark,2016,2.5,Electric,33612.13
Volkswagen,Tiguan,2020,1.6,Electric,70445.37
Chevrolet,Spark,2018,3.1,Hybrid,36334.99
Honda,Accord,2016,4.3,Petrol,61082.58
Ford,Mustang,2011,4.4,Diesel,35714.5
Mercedes-Benz,C-Class,2013,4,Diesel,56184.34
Honda,Civic,2019,4,Diesel,69221.51
Mercedes-Benz,E-Class,2011,3.8,Petrol,65323.65
BMW,5 Series,2017,1.1,Diesel,21929.5
Chevrolet,Spark,2020,1.1,Diesel,59208.3
Ford,Mustang,2015,1.7,Electric,56206.1
Audi,A4,2013,1.3,Petrol,21721.46
Chevrolet,Tahoe,2013,1.4,Electric,24311.58
Nissan,Sentra,2020,1.3,Hybrid,78718.66
Honda,CR-V,2019,3,Hybrid,75151.19
Mercedes-Benz,C-Class,2015,4.1,Petrol,16543.11
Chevrolet,Spark,2014,4.9,Diesel,39228.72
Nissan,Altima,2013,2.3,Hybrid,67526.9
Audi,A3,2017,1.8,Hybrid,24823.25
Volkswagen,Atlas,2017,3.8,Diesel,30351.97
Honda,Pilot,2019,3.7,Electric,71896.45
BMW,7 Series,2013,2.2,Electric,51660.9
Honda,Accord,2019,1.8,Diesel,54839.43
Toyota,Prius,2015,3.6,Petrol,27824.48
Hyundai,Sonata,2010,3.1,Diesel,31130.37
Chevrolet,Impala,2014,1.5,Electric,76981.32
Toyota,Highlander,2010,3,Petrol,79159.8
Chevrolet,Tahoe,2014,3.4,Hybrid,56778.79
Audi,A6,2019,2.8,Electric,74369.14
Chevrolet,Spark,2020,1.9,Electric,76081.15
Toyota,Prius,2019,2.6,Hybrid,52939.7
BMW,5 Series,2014,4.9,Diesel,45932.09
Volkswagen,Atlas,2012,1.4,Diesel,79611.66
Toyota,RAV4,2018,1.8,Hybrid,72004.48
Honda,CR-V,2017,3.6,Diesel,61557.74
Volkswagen,Golf,2011,1.4,Electric,42018.82
Nissan,Rogue,2019,2.9,Diesel,22929.33
Volkswagen,Atlas,2011,2.3,Electric,79727.84
Mercedes-Benz,C-Class,2017,1.4,Diesel,30479.51
BMW,X3,2019,4.5,Hybrid,51436.48
Volkswagen,Tiguan,2018,2.4,Hybrid,45720.9
Mercedes-Benz,GLA,2020,4,Diesel,32405.08
Honda,CR-V,2016,1.2,Hybrid,26213.74
Volkswagen,Passat,2018,4.1,Petrol,58984.41
Toyota,Camry,2011,4.1,Petrol,73330.14
Chevrolet,Malibu,2010,3.1,Diesel,32356.32
Honda,Civic,2015,3.8,Hybrid,30955.24
Chevrolet,Tahoe,2019,1.2,Electric,22440.67
Nissan,Versa,2019,4.7,Electric,23842.2
Audi,A4,2011,5,Diesel,69139.61
Volkswagen,Passat,2018,1.3,Diesel,24451.92
BMW,3 Series,2013,2.2,Diesel,23200.59
Toyota,Prius,2015,3.6,Diesel,30344.68
Audi,A6,2017,2.5,Diesel,38162.55
Toyota,RAV4,2015,2,Diesel,23201.82
BMW,X3,2016,1.2,Diesel,24294.17
Mercedes-Benz,S-Class,2019,2,Petrol,58478.06
Hyundai,Santa Fe,2010,5,Electric,28964.56
Chevrolet,Impala,2013,4.3,Petrol,44484.85
Honda,Accord,2020,4.3,Hybrid,59877.89
Honda,Civic,2012,3.9,Diesel,59443.4
Chevrolet,Malibu,2019,2.4,Diesel,72532
Audi,A4,2019,4,Diesel,15548.3
Chevrolet,Tahoe,2019,4.8,Hybrid,44232.97
Honda,Pilot,2020,4.2,Hybrid,42823.93
Volkswagen,Tiguan,2016,3.9,Petrol,62955.5
BMW,X3,2017,3.2,Diesel,77889.39
Volkswagen,Golf,2017,1.2,Hybrid,43033.85
Honda,Fit,2012,3.6,Petrol,58074.11
Audi,Q7,2016,2.8,Hybrid,30110.92
Hyundai,Sonata,2020,4.5,Hybrid,51645.7
Audi,Q7,2010,1.7,Hybrid,37526.54
Ford,F-150,2020,1.8,Electric,71574.61
Honda,Accord,2015,3,Diesel,58192.59
Audi,A4,2020,3.6,Diesel,78238.31
Nissan,Murano,2014,5,Petrol,28693.73
Audi,Q7,2013,1.7,Petrol,26839.59
Nissan,Sentra,2020,2.8,Diesel,39834.05
Nissan,Rogue,2020,1.9,Diesel,28584.28
Ford,F-150,2017,3.4,Hybrid,37259.7
Honda,Civic,2016,3.5,Electric,77480.37
Ford,Focus,2012,3.5,Petrol,39439.08
Toyota,Camry,2017,4,Petrol,53188.54
Toyota,Highlander,2011,4,Diesel,55969.89
Ford,F-150,2013,1.2,Diesel,61010.35
Mercedes-Benz,C-Class,2017,2.4,Hybrid,48902.81
Nissan,Versa,2018,3.8,Hybrid,22322.13
Chevrolet,Impala,2020,1.8,Diesel,39636.87
Honda,CR-V,2011,1.5,Hybrid,37360.26
BMW,X5,2016,1.9,Petrol,37907.89
Audi,Q5,2010,1.7,Petrol,52792.58
Ford,Focus,2013,1.7,Diesel,77877.62
Hyundai,Tucson,2018,3.8,Diesel,33404.99
Chevrolet,Spark,2017,2.4,Diesel,26307.28
Nissan,Versa,2018,4.6,Diesel,61985.1
Nissan,Murano,2016,2.8,Hybrid,66467
Mercedes-Benz,C-Class,2018,3.8,Diesel,38174.03
Audi,Q5,2016,3.4,Electric,79442.3
Ford,Focus,2018,3.2,Hybrid,15295.54
Mercedes-Benz,GLC,2016,4.8,Petrol,75595.24
Audi,A6,2018,4.9,Electric,71838.37
Chevrolet,Equinox,2018,2,Electric,42986.6
Hyundai,Kona,2017,3.6,Diesel,41520.24
Mercedes-Benz,C-Class,2017,4.2,Diesel,67662.09
Chevrolet,Malibu,2011,2.4,Diesel,67668.04
Mercedes-Benz,E-Class,2017,3,Electric,60307.3
Volkswagen,Atlas,2010,2,Hybrid,75768.21
Toyota,Highlander,2018,4.6,Petrol,67901.21
BMW,X3,2014,3.7,Diesel,41278.93
Chevrolet,Spark,2011,2.3,Diesel,16290.17
Honda,Civic,2012,3.1,Diesel,34277.32
Chevrolet,Malibu,2018,4.2,Petrol,29078
Volkswagen,Tiguan,2015,4.3,Petrol,65671.54
Toyota,Highlander,2014,1.5,Electric,34190.32
Mercedes-Benz,C-Class,2015,2.2,Electric,60341.57
Hyundai,Tucson,2014,2.8,Hybrid,23719.69
Audi,A4,2020,2.8,Electric,74456.24
BMW,3 Series,2016,4.3,Hybrid,42699.81
Toyota,Camry,2010,1.5,Petrol,19207.61
Nissan,Rogue,2018,2.2,Diesel,37712.49
Audi,A6,2018,1.3,Electric,35730.47
Mercedes-Benz,C-Class,2018,3.4,Petrol,26647.1
Volkswagen,Tiguan,2016,4.6,Diesel,63796.53
Mercedes-Benz,GLC,2010,4,Diesel,55121.4
Hyundai,Elantra,2012,4.6,Electric,23858.92
Nissan,Rogue,2015,1.7,Diesel,20450.84
Chevrolet,Malibu,2020,3.1,Petrol,68595.97
Mercedes-Benz,C-Class,2020,3.9,Diesel,39389.33
Hyundai,Elantra,2011,4.4,Electric,17195.93
BMW,7 Series,2019,1,Hybrid,37834.4
Audi,A3,2014,4.6,Electric,75369.73
Toyota,Camry,2017,3.4,Electric,48920.01
Hyundai,Tucson,2019,3.4,Hybrid,59953.01
Volkswagen,Tiguan,2010,1.9,Electric,62460.68
Nissan,Versa,2016,1.7,Petrol,71396.95
Mercedes-Benz,E-Class,2010,2.6,Petrol,34315.26
Toyota,Prius,2014,1.4,Diesel,70975.35
Audi,A6,2015,2.2,Diesel,76819.39
Hyundai,Santa Fe,2020,1.2,Petrol,32462.23
Ford,Mustang,2017,3.9,Petrol,39130.4
Audi,A3,2012,1.5,Diesel,48765.63
Hyundai,Tucson,2016,4.7,Electric,35571.16
Nissan,Murano,2018,4.4,Petrol,56438.05
Audi,A4,2020,4.9,Petrol,27132.12
Ford,Fiesta,2010,2.2,Petrol,17292.27
Audi,A3,2012,4,Hybrid,60563.27
Nissan,Rogue,2014,4,Electric,58784.57
Ford,Fiesta,2014,1.2,Diesel,78652.3
